groupins for DFSP,Sex,"Race and origin recode (NHW, NHB, NHAIAN, NHAPI, Hispanic)",Year of diagnosis sebaceous carcinoma,SEER registry,Age-Adjusted Rate,Standard Error,Lower Confidence Interval,Upper Confidence Interval,Count,Rate Ratio,Ratio Lower Confidence Interval,Ratio Upper Confidence Interval,Ratio P-Value,Population
80-85+,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,50.44,0, , , , ,7314
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,1.54,0.43,0.82,2.64,13, , , , ,827155
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,10.08,0, , , , ,37142
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,3.66,0.6,2.58,5.04,38, , , , ,1009556
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,32.41,0, , , , ,11538
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,29.66,0, , , , ,12492
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),1.69,0.84,0.46,4.33,4, , , , ,235809
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,3.79,3.79,0.1,20.92,1, , , , ,26839
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),1.6,1.6,0.04,9.61,1, , , , ,55976
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,1.68,0.69,0.62,3.66,6, , , , ,360166
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0.78,0.26,0.36,1.49,9, , , , ,1130106
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,1824.7,0, , , , ,202
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0.96,0.29,0.48,1.71,11, , , , ,1150099
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Kentucky,0,~,0,31.4,0, , , , ,12041
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Louisiana,0,~,0,15.54,0, , , , ,23748
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Jersey,0.69,0.49,0.08,2.55,2, , , , ,273955
80-85+,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Greater Georgia,0,~,0,12.14,0, , , , ,31211
80-85+,Male and female,Hispanic (All Races),2000-2021,San Francisco-Oakland SMSA,2.27,0.86,0.91,4.68,7, , , , ,313289
80-85+,Male and female,Hispanic (All Races),2000-2021,Connecticut,1.86,1.31,0.22,6.71,2, , , , ,107786
80-85+,Male and female,Hispanic (All Races),2000-2021,Hawaii,4.3,4.3,0.11,23.12,1, , , , ,25335
80-85+,Male and female,Hispanic (All Races),2000-2021,Iowa,0,~,0,15.84,0, , , , ,23351
80-85+,Male and female,Hispanic (All Races),2000-2021,New Mexico,1.54,0.58,0.62,3.17,7, , , , ,454940
80-85+,Male and female,Hispanic (All Races),2000-2021,Seattle (Puget Sound),1.89,1.89,0.05,10.6,1, , , , ,52351
80-85+,Male and female,Hispanic (All Races),2000-2021,Utah,0,~,0,6.86,0, , , , ,54262
80-85+,Male and female,Hispanic (All Races),2000-2021,Atlanta (Metropolitan),0,~,0,8.45,0, , , , ,43674
80-85+,Male and female,Hispanic (All Races),2000-2021,Alaska Natives,0,~,0,1454.73,0, , , , ,329
80-85+,Male and female,Hispanic (All Races),2000-2021,San Jose-Monterey,2.72,1.11,1,5.92,6, , , , ,220551
80-85+,Male and female,Hispanic (All Races),2000-2021,Los Angeles,1.61,0.33,1.03,2.4,24, , , , ,1487652
80-85+,Male and female,Hispanic (All Races),2000-2021,Rural Georgia,0,~,0,379.86,0, , , , ,996
80-85+,Male and female,Hispanic (All Races),2000-2021,California excluding SF/SJM/LA,2.23,0.34,1.62,3.01,43, , , , ,1936789
80-85+,Male and female,Hispanic (All Races),2000-2021,Kentucky,0,~,0,16.21,0, , , , ,22808
80-85+,Male and female,Hispanic (All Races),2000-2021,Louisiana,1.41,1.41,0.04,7.86,1, , , , ,70494
80-85+,Male and female,Hispanic (All Races),2000-2021,New Jersey,0.82,0.41,0.22,2.11,4, , , , ,486678
80-85+,Male and female,Hispanic (All Races),2000-2021,Greater Georgia,1.71,1.71,0.04,9.58,1, , , , ,57848
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,San Francisco-Oakland SMSA,~,~,~,~,2, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Connecticut,~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Hawaii,~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Iowa,~,~,~,~,2, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,New Mexico,~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Seattle (Puget Sound),~,~,~,~,1, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Utah,~,~,~,~,2, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Atlanta (Metropolitan),~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,San Jose-Monterey,~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Los Angeles,~,~,~,~,6, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Rural Georgia,~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,California excluding SF/SJM/LA,~,~,~,~,28, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Kentucky,~,~,~,~,1, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Louisiana,~,~,~,~,0, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,New Jersey,~,~,~,~,3, , , , ,0
80-85+,Male and female,Non-Hispanic Unknown Race,2000-2021,Greater Georgia,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic White,2000-2021,San Francisco-Oakland SMSA,8.91,1.04,6.98,11.21,73, , , , ,815942
80-85+,Male,Non-Hispanic White,2000-2021,Connecticut,1.82,0.41,1.11,2.81,20, , , , ,1096674
80-85+,Male,Non-Hispanic White,2000-2021,Hawaii,11.26,3.12,6,19.27,13, , , , ,114903
80-85+,Male,Non-Hispanic White,2000-2021,Iowa,2.5,0.48,1.65,3.64,27, , , , ,1079445
80-85+,Male,Non-Hispanic White,2000-2021,New Mexico,2.63,0.83,1.26,4.85,10, , , , ,383471
80-85+,Male,Non-Hispanic White,2000-2021,Seattle (Puget Sound),4.91,0.66,3.7,6.39,55, , , , ,1119728
80-85+,Male,Non-Hispanic White,2000-2021,Utah,7.13,1.14,5.06,9.75,39, , , , ,547358
80-85+,Male,Non-Hispanic White,2000-2021,Atlanta (Metropolitan),3.9,1.04,2.13,6.54,14, , , , ,365403
80-85+,Male,Non-Hispanic White,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic White,2000-2021,San Jose-Monterey,6.09,1.19,3.98,8.92,26, , , , ,425064
80-85+,Male,Non-Hispanic White,2000-2021,Los Angeles,8.87,0.82,7.33,10.63,117, , , , ,1320309
80-85+,Male,Non-Hispanic White,2000-2021,Rural Georgia,0,~,0,14.84,0, , , , ,26477
80-85+,Male,Non-Hispanic White,2000-2021,California excluding SF/SJM/LA,5.16,0.35,4.49,5.89,215, , , , ,4186762
80-85+,Male,Non-Hispanic White,2000-2021,Kentucky,2.22,0.46,1.42,3.31,24, , , , ,1063894
80-85+,Male,Non-Hispanic White,2000-2021,Louisiana,4.39,0.72,3.1,6.03,38, , , , ,867275
80-85+,Male,Non-Hispanic White,2000-2021,New Jersey,2.56,0.34,1.94,3.32,57, , , , ,2232717
80-85+,Male,Non-Hispanic White,2000-2021,Greater Georgia,2.15,0.45,1.35,3.23,23, , , , ,1107573
80-85+,Male,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0,~,0,4.4,0, , , , ,84270
80-85+,Male,Non-Hispanic Black,2000-2021,Connecticut,0,~,0,7.8,0, , , , ,48643
80-85+,Male,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,108.7,0, , , , ,3417
80-85+,Male,Non-Hispanic Black,2000-2021,Iowa,0,~,0,45.6,0, , , , ,8298
80-85+,Male,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,51.49,0, , , , ,7238
80-85+,Male,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),4.35,4.35,0.11,23.09,1, , , , ,26134
80-85+,Male,Non-Hispanic Black,2000-2021,Utah,0,~,0,171.06,0, , , , ,2179
80-85+,Male,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0,~,0,3.45,0, , , , ,110430
80-85+,Male,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,36.43,0, , , , ,10255
80-85+,Male,Non-Hispanic Black,2000-2021,Los Angeles,1.1,0.78,0.13,4,2, , , , ,183210
80-85+,Male,Non-Hispanic Black,2000-2021,Rural Georgia,10.15,10.15,0.26,57.82,1, , , , ,9482
80-85+,Male,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0,~,0,2.6,0, , , , ,145795
80-85+,Male,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,7.38,0, , , , ,50878
80-85+,Male,Non-Hispanic Black,2000-2021,Louisiana,1.48,0.86,0.31,4.26,3, , , , ,220639
80-85+,Male,Non-Hispanic Black,2000-2021,New Jersey,0,~,0,2.04,0, , , , ,185921
80-85+,Male,Non-Hispanic Black,2000-2021,Greater Georgia,0.57,0.57,0.01,3.02,1, , , , ,198828
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,143.94,0, , , , ,2565
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,234.3,0, , , , ,1578
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,0,~,0,845.24,0, , , , ,445
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,0,~,0,359.72,0, , , , ,1044
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,0,~,0,14.75,0, , , , ,25302
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),0,~,0,60.3,0, , , , ,6578
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,149.79,0, , , , ,2489
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,573.12,0, , , , ,660
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,32.41,0, , , , ,12279
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,52.13,52.13,1.32,294.09,1, , , , ,1870
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,58.1,0, , , , ,6403
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,11466.68,0, , , , ,35
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0,~,0,13.33,0, , , , ,28294
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,212.91,0, , , , ,1739
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,73.06,0, , , , ,5085
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,29.3,29.3,0.74,156.98,1, , , , ,3718
80-85+,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,133.47,0, , , , ,2806
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,1.27,0.63,0.35,3.24,4, , , , ,318831
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,24.75,0, , , , ,15571
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,4.26,1.04,2.48,6.85,17, , , , ,382421
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,88.1,0, , , , ,4348
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,87.33,0, , , , ,4256
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),3.83,2.21,0.79,11.05,3, , , , ,83760
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,9.5,9.5,0.24,53.72,1, , , , ,10255
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),3.51,3.51,0.09,22.04,1, , , , ,24345
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,0.67,0.67,0.02,3.78,1, , , , ,146679
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0.91,0.46,0.25,2.33,4, , , , ,438039
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,9067.79,0, , , , ,48
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,1.1,0.49,0.36,2.58,5, , , , ,451028
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Kentucky,0,~,0,90.15,0, , , , ,4360
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Louisiana,0,~,0,37.76,0, , , , ,9816
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,New Jersey,0.81,0.81,0.02,4.82,1, , , , ,111633
80-85+,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Greater Georgia,0,~,0,34.04,0, , , , ,11558
80-85+,Male,Hispanic (All Races),2000-2021,San Francisco-Oakland SMSA,1.74,1.23,0.21,6.36,2, , , , ,111405
80-85+,Male,Hispanic (All Races),2000-2021,Connecticut,2.67,2.67,0.07,14.48,1, , , , ,39885
80-85+,Male,Hispanic (All Races),2000-2021,Hawaii,0,~,0,37.84,0, , , , ,9914
80-85+,Male,Hispanic (All Races),2000-2021,Iowa,0,~,0,38.4,0, , , , ,9600
80-85+,Male,Hispanic (All Races),2000-2021,New Mexico,2.89,1.3,0.93,6.74,5, , , , ,179728
80-85+,Male,Hispanic (All Races),2000-2021,Seattle (Puget Sound),4.58,4.58,0.12,26.8,1, , , , ,20201
80-85+,Male,Hispanic (All Races),2000-2021,Utah,0,~,0,17.54,0, , , , ,21574
80-85+,Male,Hispanic (All Races),2000-2021,Atlanta (Metropolitan),0,~,0,25.41,0, , , , ,14775
80-85+,Male,Hispanic (All Races),2000-2021,Alaska Natives,0,~,0,3495.54,0, , , , ,162
80-85+,Male,Hispanic (All Races),2000-2021,San Jose-Monterey,2.4,1.7,0.29,8.68,2, , , , ,83974
80-85+,Male,Hispanic (All Races),2000-2021,Los Angeles,2.65,0.71,1.45,4.45,14, , , , ,535356
80-85+,Male,Hispanic (All Races),2000-2021,Rural Georgia,0,~,0,840.62,0, , , , ,439
80-85+,Male,Hispanic (All Races),2000-2021,California excluding SF/SJM/LA,3.22,0.66,2.06,4.79,24, , , , ,765674
80-85+,Male,Hispanic (All Races),2000-2021,Kentucky,0,~,0,40.98,0, , , , ,9025
80-85+,Male,Hispanic (All Races),2000-2021,Louisiana,0,~,0,14.4,0, , , , ,25836
80-85+,Male,Hispanic (All Races),2000-2021,New Jersey,0.62,0.62,0.02,3.34,1, , , , ,175521
80-85+,Male,Hispanic (All Races),2000-2021,Greater Georgia,4.54,4.54,0.11,24.7,1, , , , ,23267
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,San Francisco-Oakland SMSA,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Connecticut,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Hawaii,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Iowa,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,New Mexico,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Seattle (Puget Sound),~,~,~,~,1, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Utah,~,~,~,~,1, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Atlanta (Metropolitan),~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,San Jose-Monterey,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Los Angeles,~,~,~,~,4, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Rural Georgia,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,California excluding SF/SJM/LA,~,~,~,~,17, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Kentucky,~,~,~,~,1, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Louisiana,~,~,~,~,0, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,New Jersey,~,~,~,~,1, , , , ,0
80-85+,Male,Non-Hispanic Unknown Race,2000-2021,Greater Georgia,~,~,~,~,0, , , , ,0
80-85+,Female,Non-Hispanic White,2000-2021,San Francisco-Oakland SMSA,4.55,0.58,3.48,5.83,64, , , , ,1380283
80-85+,Female,Non-Hispanic White,2000-2021,Connecticut,0.95,0.21,0.57,1.47,20, , , , ,2002082
80-85+,Female,Non-Hispanic White,2000-2021,Hawaii,8.55,2.3,4.64,14.48,14, , , , ,151782
80-85+,Female,Non-Hispanic White,2000-2021,Iowa,2.39,0.35,1.76,3.18,49, , , , ,1991952
80-85+,Female,Non-Hispanic White,2000-2021,New Mexico,1.43,0.51,0.61,2.81,8, , , , ,574347
80-85+,Female,Non-Hispanic White,2000-2021,Seattle (Puget Sound),2.53,0.37,1.86,3.36,48, , , , ,1852071
80-85+,Female,Non-Hispanic White,2000-2021,Utah,3.54,0.67,2.35,5.12,28, , , , ,796556
80-85+,Female,Non-Hispanic White,2000-2021,Atlanta (Metropolitan),1.46,0.47,0.7,2.69,10, , , , ,688819
80-85+,Female,Non-Hispanic White,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Female,Non-Hispanic White,2000-2021,San Jose-Monterey,3,0.65,1.87,4.58,22, , , , ,711058
80-85+,Female,Non-Hispanic White,2000-2021,Los Angeles,2.99,0.37,2.3,3.81,66, , , , ,2187829
80-85+,Female,Non-Hispanic White,2000-2021,Rural Georgia,2.39,2.39,0.06,12.99,1, , , , ,44014
80-85+,Female,Non-Hispanic White,2000-2021,California excluding SF/SJM/LA,1.58,0.15,1.29,1.91,107, , , , ,6726812
80-85+,Female,Non-Hispanic White,2000-2021,Kentucky,1.3,0.26,0.84,1.92,25, , , , ,1972092
80-85+,Female,Non-Hispanic White,2000-2021,Louisiana,1.37,0.29,0.86,2.08,22, , , , ,1538707
80-85+,Female,Non-Hispanic White,2000-2021,New Jersey,1.19,0.17,0.88,1.57,51, , , , ,4142071
80-85+,Female,Non-Hispanic White,2000-2021,Greater Georgia,1.25,0.25,0.81,1.85,25, , , , ,2009958
80-85+,Female,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0,~,0,2.23,0, , , , ,167548
80-85+,Female,Non-Hispanic Black,2000-2021,Connecticut,0,~,0,3.55,0, , , , ,103881
80-85+,Female,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,127.62,0, , , , ,2891
80-85+,Female,Non-Hispanic Black,2000-2021,Iowa,0,~,0,23.79,0, , , , ,15553
80-85+,Female,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,31.05,0, , , , ,11904
80-85+,Female,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),0,~,0,8.5,0, , , , ,43399
80-85+,Female,Non-Hispanic Black,2000-2021,Utah,0,~,0,115.27,0, , , , ,3232
80-85+,Female,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0.35,0.35,0.01,2.02,1, , , , ,268819
80-85+,Female,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Female,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,23.27,0, , , , ,15871
80-85+,Female,Non-Hispanic Black,2000-2021,Los Angeles,0.58,0.41,0.07,2.05,2, , , , ,373124
80-85+,Female,Non-Hispanic Black,2000-2021,Rural Georgia,0,~,0,15.27,0, , , , ,24590
80-85+,Female,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0.4,0.4,0.01,2.25,1, , , , ,242524
80-85+,Female,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,3.33,0, , , , ,111927
80-85+,Female,Non-Hispanic Black,2000-2021,Louisiana,0.88,0.44,0.24,2.26,4, , , , ,453642
80-85+,Female,Non-Hispanic Black,2000-2021,New Jersey,0.25,0.25,0.01,1.39,1, , , , ,409361
80-85+,Female,Non-Hispanic Black,2000-2021,Greater Georgia,0.82,0.41,0.22,2.11,4, , , , ,470385
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,80.57,0, , , , ,4601
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,141.97,0, , , , ,2653
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,0,~,0,602.87,0, , , , ,627
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,0,~,0,237.46,0, , , , ,1556
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,0,~,0,8.04,0, , , , ,45814
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),0,~,0,33.72,0, , , , ,10987
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,85.69,0, , , , ,4343
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,288.63,0, , , , ,1288
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,18.07,0, , , , ,20547
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,0,~,0,164.12,0, , , , ,2277
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,34.84,0, , , , ,10743
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,5189.54,0, , , , ,81
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0,~,0,8.38,0, , , , ,43969
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,152.62,0, , , , ,2502
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,47.81,0, , , , ,7763
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,0,~,0,55.89,0, , , , ,6691
80-85+,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,83.07,0, , , , ,4508
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,1.72,0.58,0.79,3.29,9, , , , ,508324
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,17.16,0, , , , ,21571
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,3.38,0.75,2.07,5.19,21, , , , ,627135
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,51.55,0, , , , ,7190
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,44.93,0, , , , ,8236
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0.69,0.69,0.02,3.75,1, , , , ,152049
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,0,~,0,22.24,0, , , , ,16584
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),0,~,0,11.84,0, , , , ,31631
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,2.37,1.06,0.77,5.53,5, , , , ,213487
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0.71,0.32,0.23,1.67,5, , , , ,692067
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,2435.12,0, , , , ,154
80-85+,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0.87,0.35,0.32,1.89,6, , , , ,699071
